center_id,descripcio_servei,nom,adreça,titularitat,temps_mitja_espera,places_publiques,places_privades,places_totals
9365,Residència assistida per a gent gran - temporal o permanent,Lantus Arenys Vil·la Betània,"C. Sant Rafael, 33 08350 Arenys de Mar,Maresme","Grup Lantus, SL",,10,40,50
9366,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Titus,"Ctr. N-II, Km 655 08350 Arenys de Mar,Maresme",Sistemas Residenciales S.A.,4 mesos,80,6,86
9367,Residència assistida per a gent gran - temporal o permanent,Residència Itaca-Arenys (servei de residència assistida),"C. Pompeu i Fabra, 48 08350 Arenys de Mar,Maresme","Cal-Tei, SL",6 mesos,67,18,85
9368,Residència assistida per a gent gran - temporal o permanent,Residència Nostra Senyora del Remei,"C. Nou, 2 08358 Arenys de Munt,Maresme",Fundació privada residència geriàtrica Nostra Senyora del Remei,9 mesos,24,16,40
9369,Residència assistida per a gent gran - temporal o permanent,Residència Sant Martí,"Rbl. Francesc Macià, 1 08358 Arenys de Munt,Maresme",Fundació Privada Vella Terra,4 mesos,97,-3,94
9370,Residència assistida per a gent gran - temporal o permanent,Llar d'Argentona,"Psg. de la Soleia, 7 08310 Argentona,Maresme","Llar d'Argentona, S.L.",3 mesos,29,1,30
9371,Residència assistida per a gent gran - temporal o permanent,Residència Tercera Edat Santa Berta,"C. Francesc Macià, 39 (Urb. Les Ginesteres) 08310 Argentona,Maresme","Residència tercera edat Santa Berta, SL",4 mesos,24,,
9372,Residència assistida per a gent gran - temporal o permanent,Residència Bonavista,"C. Bellavista, 9 08310 Argentona,Maresme","Laia Arquera, SL",,,24,
9373,Residència assistida per a gent gran - temporal o permanent,La Nostra Llar Santa Anna (servei de residència assistida),"C. Sant Julià, 11-13 08310 Argentona,Maresme",Fundació Privada La Nostra Llar Santa Anna,2 anys i 6 mesos,16,34,50
9374,Residència assistida per a gent gran - temporal o permanent,Fundació Patronat de la Vila d'Artés - Residència assistida,"C. Hospital, s/n 08271 Artés,Bages",Fundació Patronat de la Vila d'Artés,2 anys,45,69,114
9375,Residència assistida per a gent gran - temporal o permanent,Residència Sant Victor,"C. Sant Victor, s/n 08271 Artés,Bages","Residència Aldama, SL",6 mesos,47,7,54
9376,Residència assistida per a gent gran - temporal o permanent,Residència assistida Relat,"C. Santiago Rusiñol, s/n 08279 Avinyó,Bages","Centre residencial del Bages, SL",9 mesos,68,14,82
9377,Residència assistida per a gent gran - temporal o permanent,Residència per a la 3a Edat la Font,"C. Enamorats, 1 08591 Aiguafreda,Vallès Oriental","Residència la Font dels Enamorats, SL",4 mesos,44,10,54
9378,Residència assistida per a gent gran - temporal o permanent,Residència Can Caló,"C. Major, 11 08591 Aiguafreda,Vallès Oriental","Can Caló, SLL",1 any i 2 mesos,12,31,43
9379,Residència assistida per a gent gran - temporal o permanent,Residència Llegat Roca i Pi,"Av. Martí Pujol, 654 08911 Badalona,Barcelonès",Fundació Privada Llegat Roca i Pi,2 anys,104,30,134
9380,Residència assistida per a gent gran - temporal o permanent,Llar d'Avis Can Bosch,"c. Soletat, 5 08911 Badalona,Barcelonès",Institut Municipal de Serveis Personals de Badalona,2 anys i 2 mesos,20,,
9381,Residència assistida per a gent gran - temporal o permanent,Residència Danae,"C. Santa Maria, 178 08911 Badalona,Barcelonès","Reslaki, SL",3 anys i 6 mesos,8,65,73
9382,Residència assistida per a gent gran - temporal o permanent,Residència Ballesol - Badalona,"Av. Navarra, 2-4 08911 Badalona,Barcelonès","Intercentros Ballesol, SA",1 any i 5 mesos,74,86,160
9383,Residència assistida per a gent gran - temporal o permanent,Residència Domènech i Montaner,"C. Bellavista, 24-30 08913 Badalona,Barcelonès",Institut Municipal de Serveis Personals de Badalona,8 mesos,80,,
9384,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Berllor,"Pge. Marconi, 10-12 08913 Badalona,Barcelonès","Berllor, S.L.",8 mesos,58,3,61
9385,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Parc Serentill,"C. Molí de la Torre, 62-72 08915 Badalona,Barcelonès",Generalitat de Catalunya,2 anys i 4 mesos,56,,
9386,Residència assistida per a gent gran - temporal o permanent,Residencia Merán,"Pge. Riu Mogent, 1 08915 Badalona,Barcelonès","Residencia Merán, SA",3 anys i 3 mesos,28,22,50
9387,Residència assistida per a gent gran - temporal o permanent,Residència Martal,"C. Marià Benlliure, 14 08917 Badalona,Barcelonès","Llar Tercera Edat Martal, SL",6 mesos,42,,
9388,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Sant Roc,"Av. del Maresme, 182-190 08918 Badalona,Barcelonès",Generalitat de Catalunya,2 anys,40,,
9389,Residència assistida per a gent gran - temporal o permanent,Colisée Bagá,"C. Pere Tomic, 9 08695 Bagà,Berguedà","La Saleta Care, SL",4 mesos,53,24,77
9390,Residència assistida per a gent gran - temporal o permanent,Casal Oller,"C. Major, 93 08550 Balenyà,Osona",Obra Religiosa Social - O.R.S.,,,50,
9391,Residència assistida per a gent gran - temporal o permanent,Casal Verge de Montserrat (servei de residència assistida),"Pça. Roc Garcia, s/n 08660 Balsareny,Bages",Fundació Privada Casal de Verge de Montserrat,2 anys i 1 mes,31,37,68
9392,Residència assistida per a gent gran - temporal o permanent,Residència Santa Rita,"C. Dr. Dou, 12, ent 2ª 08001 Barcelona,Barcelonès","Ajut, S.C.P.",4 mesos,21,3,24
9393,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran El Mil·lenari,"C. Nou de la Rambla, 47-49 08001 Barcelona,Barcelonès",Generalitat de Catalunya,1 any i 8 mesos,62,,
9394,Residència assistida per a gent gran - temporal o permanent,Residència per a gent gran Acayser del Carme (servei de residència assistida),"C. Carme, 64, prl 08001 Barcelona,Barcelonès","Acayser Carme, SL",5 mesos,19,1,20
9395,Residència assistida per a gent gran - temporal o permanent,"Geros 4, Residència tercera edat","C. Pelai, 9, prl 08001 Barcelona,Barcelonès","Gestió de Residències, SL",11 mesos,12,13,25
9396,Residència assistida per a gent gran - temporal o permanent,Llar de la Mercè,"C. Rull, 1 08002 Barcelona,Barcelonès",Familia i Benestar Social - Fundació Privada,5 mesos,25,,
9397,Residència assistida per a gent gran - temporal o permanent,Residència Collserola,"C. Josep Anselm Clavé, 6, prl 08002 Barcelona,Barcelonès","Mamagosa, SL",,,24,
9399,Residència assistida per a gent gran - temporal o permanent,Residència Moll de la Fusta,"C. Varsòvia, 36 08041 Barcelona,Barcelonès","Residència Moll de la Fusta, SL",10 mesos,21,4,25
9400,Residència assistida per a gent gran - temporal o permanent,Residencia Santa Olga II,"Ctr. de Barcelona, 105-113 08210 Barberà del Vallès,Vallès Occidental","Medinaceli Residencia, S.L.U",2 mesos,5,20,25
9401,Residència assistida per a gent gran - temporal o permanent,Residencia de la Fe,"C. Sant Pere més Alt, 72, ent 08003 Barcelona,Barcelonès",Pilar Gámez de la Fe,3 mesos,22,1,23
9402,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Pare Batllori,"C. Vila i Vilà, 39-41 08004 Barcelona,Barcelonès",Generalitat de Catalunya,1 any i 1 mes,90,,
9403,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Font Florida,"C. Font Florida, 98 08004 Barcelona,Barcelonès",Generalitat de Catalunya,1 any i 2 mesos,88,,
9404,Residència assistida per a gent gran - temporal o permanent,Residència Gran Via Parc (Residència Assistida),"C. Mandoni, 11 08004 Barcelona,Barcelonès","Gran Via Parc, SL",2 anys i 3 mesos,52,99,151
9405,Residència assistida per a gent gran - temporal o permanent,Centre per a la gent gran Vitalia Sants,"C. Mandoni, 17 08004 Barcelona,Barcelonès","Vitalia Home, SL",1 any i 3 mesos,122,62,184
9408,Residència assistida per a gent gran - temporal o permanent,Acolliment a la Vellesa,"C. Pujades, 273-277, 1er 08005 Barcelona,Barcelonès","Assistència i Confort, SL",,,22,
9409,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Jaume Batlle,"C. Fernando Poo, 45 08005 Barcelona,Barcelonès",Generalitat de Catalunya,1 any i 2 mesos,78,,
9410,Residència assistida per a gent gran - temporal o permanent,Residencia Venero,"C. Venero, 4-6 08005 Barcelona,Barcelonès",Fundació Privada Pere Relats,2 anys i 5 mesos,55,43,98
9412,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Poblenou,"C. LLull, 332 08005 Barcelona,Barcelonès",Generalitat de Catalunya,2 anys i 6 mesos,90,,
9414,Residència assistida per a gent gran - temporal o permanent,Residència l'Eixample III,"C. Muntaner, 402, prl 2ª 08006 Barcelona,Barcelonès","Residencia Rosa Tejedor, SL",2 mesos,18,,
9415,Residència assistida per a gent gran - temporal o permanent,Llar-residència per a gent gran Associació Pro Avis en Família,"C. Muntaner, 402, 1er 08006 Barcelona,Barcelonès",Fundació Privada Via Activa,5 mesos,18,2,20
9419,Residència assistida per a gent gran - temporal o permanent,Llar-Residència per a gent gran Anna,"C. Aragó, 268, 1er 2ª 08007 Barcelona,Barcelonès","Centro Geriátrico Anna, S.L.",3 mesos,25,,
9421,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica La Pau,"Pça. Dr. Letamendi, 35, 2on 2ª 08007 Barcelona,Barcelonès","Vallstira, S.L.",7 mesos,16,1,17
9422,Residència assistida per a gent gran - temporal o permanent,Residencia Geriátrica Consejo de Ciento,"C. Consell de Cent, 276, 1er 08007 Barcelona,Barcelonès","Residencia Geriátrica Consejo de Ciento, SL",3 mesos,19,4,23
9423,Residència assistida per a gent gran - temporal o permanent,Residència el Jardí 2000,"Av. Gran Via de les Corts Catalanes, 618 pral.1a-1r 1a 08007 Barcelona,Barcelonès","Residència el Jardí 2000, SL",4 mesos,18,6,24
9424,Residència assistida per a gent gran - temporal o permanent,Residència L'Eixample,"C. Provença, 245, pral. 1r i 2a 08008 Barcelona,Barcelonès","KALUNGA AVIS, SL unipersonal",3 mesos,25,,
9425,Residència assistida per a gent gran - temporal o permanent,Residència Plaça de la Vila,"C. Bogatell, 43, Entrl 1ª 08930 Sant Adrià de Besòs,Barcelonès","Gerivel, S.L.",3 mesos,13,17,30
9426,Residència assistida per a gent gran - temporal o permanent,Residència assistida Ramon Sala - Club d'Avis les Saleses,"C. Aragó, 344, prl 08009 Barcelona,Barcelonès",Associació Club d'Avis Les Saleses,3 mesos,17,,
9430,Residència assistida per a gent gran - temporal o permanent,Residencia Seribel,"C. Bailèn, 51, pral. 1r. 2a. 08009 Barcelona,Barcelonès","Serian Residencias, S.L.",,,24,
9431,Residència assistida per a gent gran - temporal o permanent,Residència Mussol l'Eixample,"C. Aragó, 293 08009 Barcelona,Barcelonès","Ansol Geriàtrics, SL",10 mesos,57,43,100
9432,Residència assistida per a gent gran - temporal o permanent,Centro gerontológico llar Girona,"C. Girona, 51, prl 2ª 08009 Barcelona,Barcelonès","Adauri Geriàtrics, SL",,,22,
9434,Residència assistida per a gent gran - temporal o permanent,Residència Rosa Franch (servei de residència assistida),"C. Consell de Cent, 403, prl 08009 Barcelona,Barcelonès",Associació Club d'Avis Les Saleses,2 mesos,15,1,16
9436,Residència assistida per a gent gran - temporal o permanent,Residencia geriátrica Urquinaona II,"Pça. Urquinaona, 1, 3er 1ª 08010 Barcelona,Barcelonès","Assistential Cresgra Services, SL",4 mesos,19,1,20
9438,Residència assistida per a gent gran - temporal o permanent,Residència Taber,"Av. Gran Via de les Corts Catalanes, 625, prl 08010 Barcelona,Barcelonès","Residencia Geriatrica Les Palmeres, SL",4 mesos,21,3,24
9441,Residència assistida per a gent gran - temporal o permanent,Centro Geriátrico Gure-Etzea,"C. Bailèn, 28, prl 08010 Barcelona,Barcelonès","Centro Geriátrico Gure-Etxea, S.L.",,,20,
9442,Residència assistida per a gent gran - temporal o permanent,Residència Canava,"C. Bailèn, 46, pral. 1a i 2a 08010 Barcelona,Barcelonès","Residencia Canava 2002, SL",2 mesos,19,1,20
9443,Residència assistida per a gent gran - temporal o permanent,Royal Llar,"Av. Gran Via de les Corts Catalanes, 695, ent 08013 Barcelona,Barcelonès","Royal Llar, SL",4 mesos,32,4,36
9445,Residència assistida per a gent gran - temporal o permanent,"Residència ""Com a Casa""","Av. Gran Via de les Corts Catalanes, 651, pral 1a i 2a 08010 Barcelona,Barcelonès","Febaz de geriàtria, SL",,,25,
9448,Residència assistida per a gent gran - temporal o permanent,Residencia geriátrica Urquinaona I,"Pça. Urquinaona, 1, 2on 1ª 08010 Barcelona,Barcelonès","Assistential Cresgra Services, SL",5 mesos,24,1,25
9449,Residència assistida per a gent gran - temporal o permanent,Residència el Balancí,"Pça. Tetuan, 2, 1r 1a i 2a 08010 Barcelona,Barcelonès","Residència el Balancí 2000, SL",1 any i 9 mesos,12,11,23
9450,Residència assistida per a gent gran - temporal o permanent,Residència Olivaret Eixample,"Pça. Tetuan, 2, pral. 1a i 2a 08010 Barcelona,Barcelonès","Fina Vernet, SL",3 anys i 8 mesos,13,11,24
9452,Residència assistida per a gent gran - temporal o permanent,Residència El Mussol,"C. Bruc, 32, prl 08010 Barcelona,Barcelonès",Mussol 2020 S.L,5 mesos,13,,
9453,Residència assistida per a gent gran - temporal o permanent,Residència 3a edat Verge del Roser,"C. Casp, 82, prl 2ª 08010 Barcelona,Barcelonès","IPF Servicios Geriátricos, SL",3 mesos,17,1,18
9456,Residència assistida per a gent gran - temporal o permanent,Centro Geriátrico Gure-Etzea III,"C. Bailèn, 28, 1er 1ª 08010 Barcelona,Barcelonès","Centro Geriátrico Gure-Etxea, S.L.",,,15,
9457,Residència assistida per a gent gran - temporal o permanent,IPF Servicios Geriátricos,"C. Caspe, 82, 4rt 2ª 08010 Barcelona,Barcelonès","IPF Servicios Geriátricos, SL",1 mes,15,1,16
9459,Residència assistida per a gent gran - temporal o permanent,Residència Sidi Bel 2001,"Av. Gran Via de les Corts Catalanes, 540, 1er 1ª 08011 Barcelona,Barcelonès","Sidi Bel 2001, S.L.",1 any i 5 mesos,11,14,25
9460,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica L'Estel III,"C. Aragó, 140, prl 08011 Barcelona,Barcelonès","Saraibra, S.L.",3 mesos,24,1,25
9462,Residència assistida per a gent gran - temporal o permanent,Residencia Asistida las Violetas,"Av. Gran Via de les Corts Catalanes, 573, 1er 08011 Barcelona,Barcelonès","Atención integral personalizada, SL",5 mesos,25,,
9464,Residència assistida per a gent gran - temporal o permanent,Sanitas Residencial Consell de Cent,"C. Consell de Cent, 210-212 08011 Barcelona,Barcelonès","Sanitas Mayores, SL",5 anys i 4 mesos,15,144,159
9465,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Gràcia,"C. Siracussa, 23-27 08012 Barcelona,Barcelonès",Generalitat de Catalunya,1 any i 8 mesos,66,,
9467,Residència assistida per a gent gran - temporal o permanent,Llar Residencial Meran - Lesseps,"C. Santa Àgata, 41 08012 Barcelona,Barcelonès","Llar Residencial Meran, S.L.",2 mesos,52,1,53
9468,Residència assistida per a gent gran - temporal o permanent,Verdi Residencial,"C. Verdi, 142 08012 Barcelona,Barcelonès","Médica Residencial, SL",3 mesos,29,,
9474,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Verdi,"C. Verdi, 151-155 08012 Barcelona,Barcelonès","Residència Geriàtrica Verdi, SL",2 anys i 5 mesos,12,33,45
9475,Residència assistida per a gent gran - temporal o permanent,Residència Salus Gràcia,"C. Mare de Deu dels Desamparats, 2-4 08012 Barcelona,Barcelonès","Salus Habitat, SL",1 any i 1 mes,36,45,81
9476,Residència assistida per a gent gran - temporal o permanent,Residència Gràcia,"C. Gran de Gràcia, 226 08012 Barcelona,Barcelonès",La Daurada de Gràcia,,,40,
9478,Residència assistida per a gent gran - temporal o permanent,Residència assistida gent gran,"Av. Gran Via de les Corts Catalanes, 800, prl 08013 Barcelona,Barcelonès","Residència assistida gent gran, SL",1 any i 1 mes,5,20,25
9479,Residència assistida per a gent gran - temporal o permanent,Residencia las Acacias,"C. Castillejos, 260-266 08013 Barcelona,Barcelonès","Complejo Mar Bella, SA",2 anys i 4 mesos,58,155,213
9480,Residència assistida per a gent gran - temporal o permanent,Residència Municipal Fortpienc,"C. Sardenya, 139-147 08013 Barcelona,Barcelonès",Ajuntament de Barcelona,11 mesos,130,7,137
9481,Residència assistida per a gent gran - temporal o permanent,Sanitas Residencial Sagrada Familia,"C. Castillejos, 256-258 08013 Barcelona,Barcelonès","Sanitas Mayores, SL",5 anys i 7 mesos,15,133,148
9482,Residència assistida per a gent gran - temporal o permanent,Equipament per a Gent Gran Josep Miracle,"Pça. Bonet i Muixí, 1 08014 Barcelona,Barcelonès",Ajuntament de Barcelona,2 anys i 8 mesos,24,26,50
9483,Residència assistida per a gent gran - temporal o permanent,Llar d'avis Passeig de Gràcia,"C. Gavà, 11 08014 Barcelona,Barcelonès","Llar d'Avis Passeig de Gràcia, S.L.",6 mesos,43,7,50
9484,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Mossèn Vidal i Aunós,"C. Navarra, 12-28 08014 Barcelona,Barcelonès",Generalitat de Catalunya,1 any i 1 mes,112,,
9485,Residència assistida per a gent gran - temporal o permanent,Sanitas Residencial Les Corts,"C. Evarist Arnús, 22-32 08014 Barcelona,Barcelonès","Sanitas Mayores, SL",4 anys i 2 mesos,53,255,308
9486,Residència assistida per a gent gran - temporal o permanent,Residencia Centre Parc (servei de residència assistida),"Av. Madrid, 210 08014 Barcelona,Barcelonès","Residencia Centre Parc 5 Estrellas, SL",3 anys i 8 mesos,24,138,162
9488,Residència assistida per a gent gran - temporal o permanent,Residència 3a edat Sant Patrici,"Av. Gran Via de les Corts Catalanes, 439, entl. i 1r 08015 Barcelona,Barcelonès","Assistential Cresgra Services, SL",,,32,
9490,Residència assistida per a gent gran - temporal o permanent,Residencia Arrels,"Av. Gran Via de les Corts Catalanes, 429, ent 1ª 08015 Barcelona,Barcelonès","Residencia Arrels, S.L.",,,25,
9491,Residència assistida per a gent gran - temporal o permanent,Residència Nova Convivència 1,"Av. Gran Via de les Corts Catalanes, 429, 1er 1ª 08015 Barcelona,Barcelonès","Nova Convivència, SL",7 mesos,4,21,25
9492,Residència assistida per a gent gran - temporal o permanent,Residència Nova Convivència 2,"Av. Gran Via de les Corts Catalanes, 429, 2on 1ª 08015 Barcelona,Barcelonès","Nova Convivència, SL",,,18,
9493,Residència assistida per a gent gran - temporal o permanent,Residència Vallserena,"Av. Gran Via de les Corts Catalanes, 429, prl 2ª 08015 Barcelona,Barcelonès","Residència Vallserena-2, SL",10 mesos,2,12,14
9494,Residència assistida per a gent gran - temporal o permanent,Residència Nova Alegria,"Av. Gran Via de les Corts Catalanes, 420, bxos. i pral 08015 Barcelona,Barcelonès","Residència Nova Alegria, SL",,12,21,33
9495,Residència assistida per a gent gran - temporal o permanent,Ballesol - Fabra i Puig,"C. Fabra i Puig, 139-141 08016 Barcelona,Barcelonès","Intercentros Ballesol, SA",1 any i 4 mesos,32,104,136
9497,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Porta,"C. Maladeta, 30 08016 Barcelona,Barcelonès",Generalitat de Catalunya,2 anys i 4 mesos,88,,
9498,Residència assistida per a gent gran - temporal o permanent,Residència Nin,"Psg. Andreu Nin, 69-71 08016 Barcelona,Barcelonès","Residència Nin, SL",,,25,
9499,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Molí - Via Favència,"C. Molí, 67 08016 Barcelona,Barcelonès",Generalitat de Catalunya,1 any i 10 mesos,100,,
9501,Residència assistida per a gent gran - temporal o permanent,Centro Vallvidrera,"C. Algarves, 23 08017 Barcelona,Barcelonès","Edelweis Ibérica, S.L.",,,75,
9503,Residència assistida per a gent gran - temporal o permanent,Residencia Armonia,"C. Pomaret, 6 08017 Barcelona,Barcelonès","AAF MAS DCA, SL",5 mesos,42,3,45
9504,Residència assistida per a gent gran - temporal o permanent,Residència La Nativitat de Nostra Senyora (servei de residència assistida),"C. Buïgas, 23 08017 Barcelona,Barcelonès",Hermanas Franciscanas Misioneras de la Natividad de Nuestra Señora - Buigas,2 anys i 2 mesos,24,51,75
9506,Residència assistida per a gent gran - temporal o permanent,Sant Gervasi Residencial,"C. Martorell i Penya, 2 i 6 08017 Barcelona,Barcelonès","Sant Gervasi Paradís, SL",6 mesos,32,3,35
9507,Residència assistida per a gent gran - temporal o permanent,Institut del Desert de Sarrià (servei de residència assistida),"Psg. de Santa Eulàlia, 23 08017 Barcelona,Barcelonès",Fundació Institut del Desert de Sarrià,2 anys i 8 mesos,40,44,84
9508,Residència assistida per a gent gran - temporal o permanent,Residencia San Ignacio de Loyola,"C. Major de Sarrià, 238 08017 Barcelona,Barcelonès",Hermanas Misioneras de la Natividad de Nuestra Señora.(S. Ignacio de Loyola),1 any i 1 mes,36,17,53
9509,Residència assistida per a gent gran - temporal o permanent,Residència Betània (servei de residència assistida),"Av. Vallvidriera, 34 08017 Barcelona,Barcelonès",Compañia Hijas de la Caridad-Residencia Betania,8 mesos,64,16,80
9510,Residència assistida per a gent gran - temporal o permanent,Residencial Mas d'Anglí,"C. Institut Químic de Sarrià, 43-47 08017 Barcelona,Barcelonès","Aditnalta Promocions, SL",2 anys i 2 mesos,12,81,93
9513,Residència assistida per a gent gran - temporal o permanent,Residència Assistida DomusVi Bonanova,"C. Calatrava, 87 08017 Barcelona,Barcelonès","SAR Residencial y Asistencial,SAU",,,101,
9514,Residència assistida per a gent gran - temporal o permanent,Residència la Trobada,"C. Joan d'Àustria, 105, 1er 1ª 08018 Barcelona,Barcelonès","Residència la Trobada, SL",2 anys i 7 mesos,1,33,34
9515,Residència assistida per a gent gran - temporal o permanent,Residència Parc del Clot,"Rbl. Poblenou, 187 08018 Barcelona,Barcelonès","Gerond Medic, SL",2 anys i 6 mesos,18,66,84
9516,Residència assistida per a gent gran - temporal o permanent,Residència Amavir Diagonal,"C. Llacuna, 120-122 08018 Barcelona,Barcelonès","Planiger, SA",3 anys i 10 mesos,24,132,156
9517,Residència assistida per a gent gran - temporal o permanent,Residència Ballesol - Almogàvers,"C. Almogàvers, 32-38 08018 Barcelona,Barcelonès","Intercentros Ballesol, SA",9 mesos,47,142,189
9519,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran La Verneda,"C. Cantàbria, 28 08020 Barcelona,Barcelonès",Generalitat de Catalunya,4 anys,80,,
9520,Residència assistida per a gent gran - temporal o permanent,Residencia Kristel Oro,"Pge. Arriassa, 2-6 08020 Barcelona,Barcelonès","Kristel Residencial, SL",1 any,62,22,84
9521,Residència assistida per a gent gran - temporal o permanent,Residència 3a Edat Llar de l'Avi,"C. Muntaner, 411, prl 2ª 08021 Barcelona,Barcelonès",Residència de l'avi 2010 SL,2 mesos,15,,
9522,Residència assistida per a gent gran - temporal o permanent,Residencial Augusta Park,"C. Copèrnic, 30-32 08021 Barcelona,Barcelonès","Geriàtric Augusta, SL",,,121,
9523,Residència assistida per a gent gran - temporal o permanent,Llar Amigó,"C. Amigó, 2 08021 Barcelona,Barcelonès","Llar Amigó, SL",1 any i 2 mesos,6,18,24
9526,Residència assistida per a gent gran - temporal o permanent,Sanitas Residencial Altanova,"C. Quatrecamins, 95 08022 Barcelona,Barcelonès","Sanitas Mayores, SL",2 anys i 11 mesos,33,117,150
9527,Residència assistida per a gent gran - temporal o permanent,Residencial Sant Gervasi Parc (servei de residència assistida),"c. Teodora Lamadrid, 7 08022 Barcelona,Barcelonès","Geriàtric Sant Gervasi Parc, SL",,,135,
9528,Residència assistida per a gent gran - temporal o permanent,Refugi d'Obreres (servei de residència assistida),"Av. República Argentina, 16-18 08023 Barcelona,Barcelonès",Fundació Refugi d'Obreres,4 anys i 3 mesos,30,60,90
9529,Residència assistida per a gent gran - temporal o permanent,Residència Jubany,"Av. República Argentina, 236 08023 Barcelona,Barcelonès","Residència Jubany, S.A.",9 mesos,29,14,43
9530,Residència assistida per a gent gran - temporal o permanent,Residencia San Miguel Arcángel,"c. Escipió, 17 08023 Barcelona,Barcelonès","Residencia San Miguel Arcángel, S.L.",5 mesos,20,5,25
9531,Residència assistida per a gent gran - temporal o permanent,Hogar La Salud,"C. Cardedeu, 47, tor 08023 Barcelona,Barcelonès","Hogar La Salud, S.L.",3 mesos,32,3,35
9532,Residència assistida per a gent gran - temporal o permanent,Centro Residencial Putxet,"C. Roca i Batlle, 31-35, tor 08023 Barcelona,Barcelonès","Putxet Servicios Asistenciales, SL",,,51,
9533,Residència assistida per a gent gran - temporal o permanent,Residència assistida per a gent gran Vibentia Mullerat,"C. Portell, 11-13 08023 Barcelona,Barcelonès","Residència Mullerat, SA",1 any i 2 mesos,18,7,25
9534,Residència assistida per a gent gran - temporal o permanent,Residència Santa Creu (servei de residència assistida),"C. Elisa, 22 08023 Barcelona,Barcelonès",Residència Sta. Cruz de C. Elisa 22 Barcelona-Congregació de Germanes Hospitalàries de la Sta. Creu,2 anys i 5 mesos,5,43,48
9535,Residència assistida per a gent gran - temporal o permanent,Residència Assistida DomusVi Regina,"C. Mare de Déu del Coll, 22-30 08023 Barcelona,Barcelonès","SAR Residencial y Asistencial,SAU",1 any i 5 mesos,95,70,165
9536,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Els Jardins de Barcelona,"C. Baró de la Barre, 5 08023 Barcelona,Barcelonès","Residència Geriàtrica Els Jardins de Barcelona, SL",1 any i 9 mesos,15,10,25
